input,output
"máy đẹp , cảm_ứng nhạy chỗ không nhạy lắm , bấm hoài , shop gói hàng siêu kĩ , máy đẹp , , pin okela ❤ ️ ❤ ️ ❤ ️ quà tặng đầy_đủ ❤ ️ ❤ ️ ❤ ️",cấu hình tệ
"máy đẹp , cấu_hình mạnh chất_lượng oke shop uy_tín giao hàng đúng hẹn , hài_lòng lắm , ủng_hộ shop .",cấu hình tốt và phục vụ tốt và mẫu mã tốt và vận chuyển tốt và vận chuyển tốt và mẫu mã tốt và vận chuyển tốt và mẫu mã tốt và mẫu mã tốt và cấu hình tốt và phục vụ tốt
"máy đẹp , cấu_hình mạnh_mẽ , game lướt web chạy êm , chức_năng đều ổn_định , pin trâu , hài_lòng , shop phục_vụ tâm , vui_vẻ nhiệt_tình , chuyên_nghiệp , phong_cách phục_vụ shop , giới_thiệu bạn_bè đồng_nghiệp ủng_hộ shop , 5 *",hiệu suất tốt và mẫu mã tốt và hiệu suất tốt và phục vụ tốt và mẫu mã tốt và phục vụ tốt và cấu hình tốt và hiệu suất tốt và cấu hình tốt và mẫu mã tốt và phục vụ tốt và cấu hình tốt
"máy đẹp , cấu_hình ổn tầm giá . mua gởi quê làm_quà tặng sinh_nhật không chi_tiết ok . gia_đình đều oppo , oppo reno4 . ngon giá rẻ ! 💚 opp0 💚",mẫu mã tốt và cấu hình tốt và giá tiền tốt
"máy đẹp , cầm máy cảm_giác , test chức_năng đều ổn , quay_phim chụp hình sắt nét , pin trâu game lướt web êm lắm , shop giao hàng đúng như quảng_cáo , giới_thiệu người_thân bạn_bè ủng_hộ shop , duyệt 5sao",hiệu suất tốt và mẫu mã tốt và cấu hình tốt và hiệu suất tốt và cấu hình tốt và mẫu mã tốt và mẫu mã tốt và cấu hình tốt
"máy đẹp , dán cường_lực , tặng ốp lưng , sạc cáp , tai_nghe đầy_đủ . kiểm_tra hàng thanh_toán .",phụ kiện tốt
"máy đẹp , giao hàng , tiki kì hài_lòng",mẫu mã tốt và vận chuyển tốt
"máy đẹp , giao hàng đóng_gói cẩn_thận máy mới_tinh . đều ổn tốt . giới_thiệu bạn_bè ủng_hộ . shop top 1 . máy đẹp , giao hàng đóng_gói cẩn_thận máy",vận chuyển tốt
"máy đẹp , hoàn_thiện tốt , cấu_hình mạnh_mẽ , pin trâu , cảm_ứng mượt_mà lướt êm_ái , màu_sắc rực_rỡ như mong_đợi , hài_lòng sản_phẩm , shop phục_vụ nhiệt_tình , giao hàng đúng hẹn chất_lượng đúng như quảng_bá , an_tâm sản_phẩm shop ,",phục vụ tốt và vận chuyển tốt và phục vụ tốt và cấu hình tốt và cấu hình tốt và cấu hình tốt và cấu hình tốt và mẫu mã tốt và mẫu mã tốt và cấu hình tốt và hiệu suất tốt và phục vụ tốt và hiệu suất tốt và phục vụ tốt và hiệu suất tốt và mẫu mã tốt và mẫu mã tốt và phục vụ tốt và vận chuyển tốt và cấu hình tốt và hiệu suất tốt và mẫu mã tốt và vận chuyển tốt và vận chuyển tốt và vận chuyển tốt và phục vụ tốt
"máy đẹp , hàng . kì hài_lòng",mẫu mã tốt
"máy đẹp , hàng đúng chuẩn , shop uy_tín giao hàng chất_lượng đúng như quảng_bá , giá_cả hợp_lý , máy đẹp , ứng_dụng chạy ổn_định , chức_năng cơ_bản hoạt_động tốt , màn_hình cảm_ứng nhạy , , màu_sắc rực_rỡ , hài_lòng vừa_ý , ủng_hộ shop đơn hàng ,",giá tiền tốt và vận chuyển tốt và cấu hình tốt và mẫu mã tốt và mẫu mã tốt và phục vụ tốt và vận chuyển tốt và phục vụ tốt và cấu hình tốt và giá tiền tốt và vận chuyển tốt và vận chuyển tốt và mẫu mã tốt và cấu hình tốt và giá tiền tốt và hiệu suất tốt và giá tiền tốt và hiệu suất tốt
"máy đẹp , hãng , đầy_đủ phụ_kiện , cảm_ứng nhạy , màn_hình sắc nét , camera chụp hình đẹp , giá_cả hợp_lý túi_tiền . vừa_ý . ủng_hộ shop đơn hàng",tính xác thực tốt và cấu hình tốt và mẫu mã tốt và giá tiền tốt và phụ kiện tốt
"máy đẹp , hình_thức sang_trọng , chức_năng hoàn_thiện , test sản_phẩm không lỗi , đồng_tiền bát gạo , shop uy_tín giao hàng đúng như quảng_cáo , nhân_viên shop nhiệt_tình , vui_vẻ tâm khách_hàng , chế_độ hậu_mãi rõ_ràng an_tâm sản_phẩm shop",mẫu mã tốt và mẫu mã tốt và phục vụ tốt và giá tiền tốt và mẫu mã tốt và mẫu mã tốt và phục vụ tốt và giá tiền tốt và phục vụ tốt và giá tiền tốt và cấu hình tốt và giá tiền tốt và hiệu suất tốt và phục vụ tốt và phục vụ tốt và cấu hình tốt
"máy đẹp , không hề xước xát , áp_suất nguyên_vẹn . shop làm_ăn uy_tín , anh_em mua yên_tâm",mẫu mã tốt và phục vụ tốt
"máy đẹp , màn_hình to , tiki giao hàng kì hài_lòng",cấu hình tốt
"máy đẹp , mượt , xịn , shipper j & t dễ_thương , hướng_dẫn check hộp sản_phẩm thanh_toán",vận chuyển tốt và hiệu suất tốt
"máy đẹp , mượt_mà , chức_năng đều ok , cám_ơn shop ! mong shop làm_ăn lớn , phục_vụ nhe !",mẫu mã tốt và hiệu suất tốt
"máy đẹp , ngon . chức_năng hoạt_động ổn_định , shop giao hàng nhân_viên tư_vấn nhiệt_tình , an_tâm sản_phẩm shop",phục vụ tốt và phục vụ tốt và phục vụ tốt và phục vụ tốt và hiệu suất tốt và mẫu mã tốt và mẫu mã tốt và hiệu suất tốt và vận chuyển tốt và mẫu mã tốt và vận chuyển tốt và mẫu mã tốt và mẫu mã tốt và vận chuyển tốt và mẫu mã tốt và vận chuyển tốt và hiệu suất tốt và cấu hình tốt và vận chuyển tốt và phục vụ tốt và cấu hình tốt và hiệu suất tốt và mẫu mã tốt và vận chuyển tốt và hiệu suất tốt
"máy đẹp , ngon nghẻ không lỗi_lầm , đóng_gói cẩn_thận , shop nhiệt_tình",mẫu mã tốt và phục vụ tốt
"máy đẹp , nhiệt_tình mua nhe , kindle ppw đọc manga ngon",mẫu mã tốt và phục vụ tốt
"máy đẹp , shop giao hàng chất_lượng đúng như quảng_cáo , chức_năng cơ_bản ổn_định , màn_hình màu_sắc_đẹp cảm_ứng nhạy lướt êm_ái , cấu_hình mạnh_mẽ , pin đúng trâu_bò , hài_lòng sản_phẩm , nhân_viên shop nhiệt_tình , tâm khách_hàng , chúc shop nhìu phát_đạt",vận chuyển tốt và phục vụ tốt
"máy đẹp , shop giao hàng đúng chuẩn , chức_năng ổn_định , cấu_hình mạnh_mẽ mạng phim , game tuyệt_vời , màn_hình cảm_ứng nhạy , giá_cả hợp_lý , hài_lòng vừa_ý , shop giao hàng đúng như mong_đợi",mẫu mã tốt và cấu hình tốt và cấu hình tốt và mẫu mã tốt và giá tiền tốt và hiệu suất tốt và mẫu mã tốt và vận chuyển tốt và giá tiền tốt và giá tiền tốt và hiệu suất tốt và giá tiền tốt và hiệu suất tốt
"máy đẹp , shop nhiệt_tình",mẫu mã tốt và phục vụ tốt
"máy đẹp , shop đúng hẹn giao hàng , chất_lượng đúng như quảng_cáo , ứng_dụng hoạt_động tốt , màn_hình cảm_ứng nhạy , wifi ổn_định , chụp hình sắc nét , hài_lòng lắm shop , giới_thiệu bạn_bè người_thân ủng_hộ shop , chúc shop đắt",hiệu suất tốt và cấu hình tốt và mẫu mã tốt và vận chuyển tốt
"máy đẹp , shop đúng hẹn giao hàng , chất_lượng đúng như quảng_cáo , ứng_dụng hoạt_động tốt , màn_hình cảm_ứng nhạy , wifi ổn_định , chụp hình sắc nét , hài_lòng lắm shop , giới_thiệu bạn_bè người_thân ủng_hộ shop , chúc shop đắt ,",hiệu suất tốt và cấu hình tốt
"máy đẹp , test ban_đầu hài_lòng , giao hàng hoả_tốc , siêu . shop . dịp ủng_hộ shop .",mẫu mã tốt và vận chuyển tốt
"máy đẹp , trầy nhẹ cổng sạc , không máy",mẫu mã tệ
"máy đẹp , tốt , kèm bao da , giao hàng , đóng_gói kỹ hài_lòng",mẫu mã tốt
"máy đẹp , xài ok , dung_lượng lớn & cấu_hình mạnh máy chạy mượt , nhanh. xài ok",mẫu mã tốt và cấu hình tốt
"máy đẹp , đóng_hộp ok . kiểm_tra , chờ review active 3",mẫu mã tốt
"máy đẹp , đồng_tiền mong_đợi , shop giao hàng chất_lượng đúng như quảng_cáo , máy màu_sắc_đẹp , màn_hình , cảm_ứng êm_ái lướt mượt_mà , ứng_dụng hoạt_động ổn_định , hài_lòng vừa_ý , shop ,",hiệu suất tốt
"máy đẹp , ưng . oke thank shop !",mẫu mã tốt
"máy đẹp , ứng_dụng chạy êm , camera sắt nét , màn_hình cảm_ứng lướt êm_ái , không chê , shop đúng giao hàng đúng như quảng vừa_ý hài_lòng , shop ,",hiệu suất tốt và cấu hình tốt và mẫu mã tốt
"máy đẹp , ứng_dụng hoạt_động tốt , màn_hình , màu_sắc_đẹp , chất_lượng như shop quảng_cáo , máy cầm chảnh , chụp hình sướng không chê , vừa_ý , shop phục_vụ tốt , giao hàng đúng hẹn , chế_độ bảo_hành 5",vận chuyển tốt và cấu hình tốt và phục vụ tốt và mẫu mã tốt và phục vụ tốt
máy đẹp . chip không mạnh tầm giá tẹt vời kì hài_lòng,hiệu suất tệ và phụ kiện tốt và cấu hình tốt và mẫu mã tốt
"máy đẹp . chức_năng hoạt_động tốt . máy tầm 99 % , phụ_kiện đầy_đủ . giao hàng . máy đúng như quảng_cáo . nhân_viên nhiệt_tình . shop chu_đáo thân_thiện . hài_lòng . tặng shop 5 . chúc shop phát_đạt .",mẫu mã tốt và phục vụ tốt và vận chuyển tốt
"máy đẹp . cấu_hình mạnh_mẽ . game lướt web phim mượt . ứng_dụng chạy êm . vừa_ý hài_lòng , shop giao hàng đúng hẹn đúng như quảng_cáo . duyệt 5 * .",vận chuyển tốt và cấu hình tốt và mẫu mã tốt
"máy đẹp . hài_lòng mua hàng online . cấu_hình máy ứng_dụng mượt . game ngon . test pubg liên_quân mượt . đúng hàng hãng . test tốt , shop 1 đơn . chúc shop thành_công , đông",mẫu mã tốt và hiệu suất tốt
"máy đẹp . ngoại_hình , chức_năng tốt , cảm_ứng nhạy , chụp hình đẹp , test hài_lòng . mua dùm test chức_năng ổn . shop uy_tín giao hàng đúng hẹn sản_phẩm đúng như quảng_cáo . ok",mẫu mã tốt
"máy đẹp . ngoại_hình không , màn_hình không xước đươc . máy ưng_ý .",mẫu mã tốt
máy đẹp . pin 100 % . shop uy_tín 5 *,phục vụ tốt và cấu hình tốt và mẫu mã tốt
máy đẹp . pin tốt . cấu_hình tư_vấn cài dặt nhiệt_tình,phục vụ tốt và mẫu mã tốt và cấu hình tốt
máy đẹp . shop hướng_dẫn_nhiệt_tình . mua,phục vụ tốt và mẫu mã tốt
máy đẹp . tốt .,mẫu mã tốt
"máy đẹp . vết xước đỉnh máy xung_quanh khu_vực giắc cắm sạc . máy chạy , màn_hình đẹp , pin tốt , video youtube một không nóng máy . cơ_bản giá tiền món hời . 1 thời giá rẻ",giá tiền tốt và hiệu suất tốt và mẫu mã tệ và cấu hình tốt
máy đẹp . xài_mướt,hiệu suất tốt và mẫu mã tốt
máy đẹp . ủng_hộ tiếp,mẫu mã tốt
"máy đẹp / cầm_chắc_tay . chụp hình nét , shop nhiệt_tình . chu_đáo . sản_phẩm oke hài_lòng . máy đẹp / cầm_chắc_tay . chụp hình nét , nhiệt_tình . chu_đáo . sản_phẩm oke hài_lòng máy đẹp / cầm_chắc_tay . chụp hình nét , shop nhiệt_tình .",phục vụ tốt và cấu hình tốt
"máy đẹp 97 % , game mượt , pin 2k7 hơi pin . áp_suất . camera nét , loa . màn phản_quang đóm không ảnh_hưởng .",mẫu mã tốt và hiệu suất tốt
máy đẹp 99.9 % không một vết xước . cập_nhật android 1 tác vụ đều mượt . camera chụp đẹp . pin ổn . vô đối tầm giá,cấu hình tốt và hiệu suất tốt
máy đẹp a ây .,mẫu mã tốt
máy đẹp check pin báo sạc 1 @ @ . mua máy tốt ipad,mẫu mã tốt
máy đẹp chưa chưa .,mẫu mã tốt
máy đẹp chất_lượng cực_kì kì hài_lòng,mẫu mã tốt
máy đẹp chất_lượng oke ae mua kì hài_lòng,mẫu mã tốt
máy đẹp chất_lượng tốt,mẫu mã tốt
"máy đẹp chất_lượng tốt , giá_cả hợp_lý shop phục_vụ tốt nhiệt_tình , chế_độ bảo_hành rõ_ràng , hài_lòng lắm , 5",phục vụ tốt và mẫu mã tốt và giá tiền tốt
"máy đẹp chụp hình ban_đêm cực đẹp như ban_ngày , đúng tiền , cảm_ứng nhạy màu đẹp , chưa vọc trời",mẫu mã tốt
máy đẹp cảm_ứng bền chờ trả_lời,mẫu mã tốt và hiệu suất tốt
máy đẹp ful phụ_kiện chủ shop tư_vấn nhiệt_tình cực tâm_lý . mãi iu shop a ~,phụ kiện tốt và phục vụ tốt
"máy đẹp ghê , ship , gói cẩn_thận , giá sale ổn . tiki kì hài_lòng",mẫu mã tốt và giá tiền tốt và vận chuyển tốt và vận chuyển tốt và mẫu mã tệ
"máy đẹp giao hàng . đóng_gói cẩn_thận , shop nhiệt_tình !",phục vụ tốt
máy đẹp giá oke,mẫu mã tốt và giá tiền tốt
"máy đẹp giá rẻ , camera chuẩn nét , sống ảo tuyệt_vời . web lướt phà phà . game đỉnh . shop uy_tín , giao hàng , phục_vụ tốt . shop uy_tín 5 *",phục vụ tốt và cấu hình tốt và vận chuyển tốt và giá tiền tốt
"máy đẹp giá rẻ nóng tụt pin , sạc không nóng ran , sim chưa ghép hàng ghép . ổn trừ tụt pin nóng .",cấu hình tệ và mẫu mã tốt và giá tiền tốt
máy đẹp hãng . chưa active . tốt tầm giá . mua . shop giao hàng,vận chuyển tệ và tính xác thực tốt
máy đẹp hãng tiki giao hàng chuyen nghiệp cám_ơn sẻ ủng_hộ tiki tốt tiki hàng tuyệt_vời,mẫu mã tốt và vận chuyển tốt
"máy đẹp hình , cầm đầm , ban_đầu mượt , lâu_dài , camera ổn tầm giá , hàng hãng tầm giá ngon , giá ngon hàng_xách kì hài_lòng",mẫu mã tốt và giá tiền tốt và cấu hình tốt
"máy đẹp keeng , hộp bọc kỹ , giao hàng không chê chỗ",mẫu mã tốt
"máy đẹp keng . nhân_viên tư_vấn nhiệt_tình . mua hàng yên_tâm hàng chuẩn , đẹp .",tính xác thực tốt và mẫu mã tốt
máy đẹp không một vết xước,mẫu mã tốt
"máy đẹp không trầy_xước , chạy ok . hài_lòng . mua mạng như ok . chút thắc_mắc shop nhiệt_tình . hài_lòng . mua shop giảm_giá",mẫu mã tốt và phục vụ tốt
máy đẹp không zin . pin mau,cấu hình tệ
"máy đẹp long_lanh , shop giao hàng , up tiếng việt tốt , máy nguyên niêm_phong chưa tiếng việt , chờ 7 shop tiếp",vận chuyển tốt và mẫu mã tốt
"máy đẹp long_lanh . giá_cả , shop thân_thiện nhiệt_tình . nhu_cầu ủng_hộ tiếp . lười chụp ảnh tạm ảnh hoa hướng_dương 🥰 . chúc shop hàng tốt .",giá tiền tốt và phục vụ tốt
máy đẹp lắm,mẫu mã tốt
máy đẹp lắm !,mẫu mã tốt
"máy đẹp lắm , shop giao hàng đúng hẹn , chất_lượng máy đúng như mô_tả , giá_cả hợp_lý tầm , chức_năng hoạt_động ổn_định , màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ , camera chụp hình đẹp lắm , hài_lòng vừa_ý , ủng_hộ sản_phẩm giá 5 ,",vận chuyển tốt và cấu hình tốt và mẫu mã tốt và vận chuyển tốt và hiệu suất tốt và vận chuyển tốt và mẫu mã tốt và mẫu mã tốt và cấu hình tốt
"máy đẹp lắm , test chức_năng hoạt_động ổn_định , màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ , camera chụp hình sắt nét , cấu_hình mạnh_mẽ , mạng lướt web game oke , sản_phẩm hoàn_thiện , shop uy_tín giao hàng đúng như quảng_bá , nhân_viên nhiệt_tình , phục_vụ",cấu hình tốt và phục vụ tốt
