input,output_aop,output_cap
thực đơn nhiều món giá hơi cao nhưng mà được cái là num phần ăn cũng tương đối nhiều chất lượng nên cũng ok,tốt vì phần ăn chất lượng và tốt vì phần ăn nhiều và tốt vì menu nhiều món và tệ vì giá cao,chất lượng đồ ăn tốt với phần ăn và lựa chọn đồ ăn tốt với phần ăn và lựa chọn đồ ăn tốt với menu và giá tiền đồ ăn tệ với giá
"nước uống ổn giá tầm giá tiền , không gian chụp ảnh đẹp",tạm vì nước uống ổn và tạm vì giá 35k và tốt vì không gian chụp ảnh đẹp,chất lượng đồ uống tạm với nước uống và giá tiền đồ uống tạm với giá và không gian tốt với không gian chụp ảnh
thích cái ống hút và không gian đồ uống bình thường capuchino hơi nhạt đã ghé nhiều lần,tốt vì ống hút thích và tốt vì không gian thích và tạm vì đồ uống bth và tệ vì capuchino nhạt,vấn đề khác tốt với ống hút và không gian tốt với không gian và chất lượng đồ uống tạm với đồ uống và chất lượng đồ uống tệ với capuchino
ăn cũng được có điều do ở đây bán quá nhiều món nên đồ ăn kèm từng món không được dọn ra,tạm vì nó cũng được và tệ vì món nhiều,chất lượng đồ ăn tạm và lựa chọn đồ ăn tệ với món
"ưu điểm : không gian rộng rãi rất thích , đồ uống tạm chấp nhận được .",tốt vì ko gian rộng rãi và tạm vì đồ uống tạm chấp nhận được,không gian tốt với ko gian và chất lượng đồ uống tạm với đồ uống
trời mưa lẩu nóng ngon nên rất thích tuy nhiên có cái lề đường lên nhà hàng hơi cao,tốt vì lẩu ngon và tệ vì cái lề đường lên nhà hàng cao,chất lượng đồ ăn tốt với lẩu và vấn đề khác tệ với cái lề đường lên nhà hàng
"địa điểm chưa đẹp lắm , món ăn khá ngon , mình đặc biệt thích món dồi ngỗng , và chả ngỗng , không gian yên tĩnh , trang trí đẹp mắt",tốt vì món ăn ngon và tốt vì dồi ngỗng thích và tốt vì chả ngỗng thích và tốt vì trang trí đẹp mắt và tốt vì không gian yên tĩnh và tệ vì địa điểm chưa đẹp,chất lượng đồ ăn tốt với món ăn và chất lượng đồ ăn tốt với dồi ngỗng và chất lượng đồ ăn tốt với chả ngỗng và không gian tốt với trang trí và không gian tốt với không gian và địa chỉ tệ với địa điểm
món ngon nhất ở quán chắc có lẽ là chips khoai tây có vị khác biệt so với các tiệm gà khác giá thì tầm giá tiền cho num người tương đối giá cao hơn loteria và kfc,tốt vì chips khoai tây ngon và tạm vì vị khác biệt và tạm vì giá 380k,chất lượng đồ ăn tốt với chips khoai tây và lựa chọn đồ ăn tạm với vị và giá tiền đồ ăn tạm với giá
đồ ăn ngon món nào cũng khá lạ vị nhưng lại ngon và trang trí đẹp mắt trang trí bắt mắt đèn đẹp nhân viên ok thân thiện điểm trừ là giá hơi cao vì mỗi món khá ít và đồ ăn ra lâu nên cảm giác hơi nguội ạ,tốt vì nhân viên ok thân thiện và tốt vì đồ ăn ngon và tốt vì nó lạ vị và tốt vì nó ngon và tốt vì trang trí đẹp mắt và tốt vì decor bắt mắt và tốt vì đèn đẹp và tệ vì giá cao và tệ vì nó ít và tệ vì nó lâu và tệ vì nó nguội,dịch vụ tốt với nhân viên và chất lượng đồ ăn tốt với đồ ăn và chất lượng đồ ăn tốt và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt với trang trí và không gian tốt với decor và không gian tốt với đèn và giá tiền nhà hàng tệ với giá và lựa chọn đồ ăn tệ và dịch vụ tệ và chất lượng đồ ăn tệ
tráng miệng đa dạng mình sẽ vẫn ghé king nhưng không thích ghé chi nhánh này vì thái độ nhân viên khiến cho mình thấy không thoải mái,tệ vì chi nhánh này không thích và tệ vì thái độ nhân viên #tệ và tốt vì tráng miệng đa dạng,nhà hàng nói chung tệ với chi nhánh này và dịch vụ tệ với thái độ nhân viên và lựa chọn đồ ăn tốt với tráng miệng
"nhân viên rất chu đáo dễ thương à phục vụ món ăn hơi chậm , hương vị đặc trưng ấn độ",tốt vì nhân viên chu đáo dễ thương và tệ vì phục vụ món ăn chậm và tốt vì hương vị đặc trưng,dịch vụ tốt với nhân viên và dịch vụ tệ với phục vụ món ăn và lựa chọn đồ ăn tốt với hương vị
ăn mãi quán này hải sản tươi ngon giá ok có đều vị trí không được thuận lợi cho lắm thôi,tốt vì hải sản ngon và tạm vì giá ok và tệ vì vị trí #tệ và tốt vì hải sản tươi,chất lượng đồ ăn tốt với hải sản và giá tiền đồ ăn tạm với giá và địa chỉ tệ với vị trí và lựa chọn đồ ăn tốt với hải sản
thực đơn của loteria thì đa dạng giá cả cũng không quá đắt so với các thương hiệu gà rán hiện nay,tốt vì menu đa dạng và tạm vì giá cả không quá đắt,lựa chọn đồ ăn tốt với menu và giá tiền nhà hàng tạm với giá cả
"kem ăn bình thường , là kem gody , ít kiểu , không gian đẹp , tuy nhiên cửa sổ đi che hết nên không có nhìn xuống phố đi bộ được .",tệ vì kiểu ít và tốt vì ko gian đẹp và tạm vì kem bình thường,lựa chọn đồ ăn tệ với kiểu và không gian tốt với ko gian và chất lượng đồ ăn tạm với kem
"quán mang phong cách bình dân , giá hợp lí .",tạm vì phong cách bình dân và tốt vì giá hợp lí,nhà hàng nói chung tạm với phong cách và giá tiền nhà hàng tốt với giá
• thực đơn cũng khá đa dạng giá cả tuy không đắt nhưng khẩu phần ăn cảm giác không no bên cạnh đó canh kim chi có vị dở,tệ vì canh kim chi dở và tốt vì menu đa dạng và tạm vì giá cả không đắt và tệ vì khẩu phần ăn không no,chất lượng đồ ăn tệ với canh kim chi và lựa chọn đồ ăn tốt với menu và giá tiền đồ ăn tạm với giá cả và lựa chọn đồ ăn tệ với khẩu phần ăn
mấy món nhật trang trí đẹp độ ngon miễn bàn rồi hen dù giá hơi cao nhưng mình thấy rất đáng tiền,tốt vì món nhật ngon và tốt vì trang trí đẹp và tệ vì giá cao,chất lượng đồ ăn tốt với món nhật và lựa chọn đồ ăn tốt với trang trí và giá tiền nhà hàng tệ với giá
quán có vẻ hơi chật nhưng ánh sáng chập chờn wifi hơi bị lag mà có quang cảnh ngắm thành phố khá đẹp,tệ vì wifi lag và tệ vì quán chật và tệ vì ánh sáng chập chờn và tốt vì view đẹp,vấn đề khác tệ với wifi và nhà hàng nói chung tệ với quán và không gian tệ với ánh sáng và địa chỉ tốt với view
"đồ ăn ngon , rẻ , không gian quán sạch sẽ , nhân viên không thân thiện lắm , nhạc hơi quá to , phù hợp với các bạn trẻ",tệ vì nhân viên ko thân thiện và tốt vì đồ ăn ngon và tốt vì đồ ăn rẻ và tệ vì nhạc to và tốt vì không gian sạch sẽ,dịch vụ tệ với nhân viên và chất lượng đồ ăn tốt với đồ ăn và giá tiền đồ ăn tốt với đồ ăn và vấn đề khác tệ với nhạc và không gian tốt với không gian
giá khá cao do ở trung tâm quận num và roftop nữa nhân viên nhiệt tình vui vẻ,tốt vì nhân viên nhiệt tình vui vẻ và tệ vì giá cao và tốt vì nó trung tâm quận 1 và tốt vì nó rooftop,dịch vụ tốt với nhân viên và giá tiền nhà hàng tệ với giá và địa chỉ tốt và địa chỉ tốt
nhân viên phục vụ nhiệt tình món ăn giá cao nhưng nhiều đáng tiền,tốt vì nhân viên phục vụ nhiệt tình và tốt vì món ăn nhiều và tệ vì giá cao và tốt vì món ăn đáng tiền,dịch vụ tốt với nhân viên phục vụ và lựa chọn đồ ăn tốt với món ăn và giá tiền đồ ăn tệ với giá và chất lượng đồ ăn tốt với món ăn
"quán tuy không được đông khách vì cũng không được nhiều người biêt đến nhưng chất lượng đồ ăn siêu ngon luôn , đầy đặn cực kì .",tạm vì quán #tạm và tốt vì chất lượng đồ ăn siêu ngon và tốt vì đồ ăn đầy đặn,nhà hàng nói chung tạm với quán và chất lượng đồ ăn tốt với chất lượng đồ ăn và lựa chọn đồ ăn tốt với đồ ăn
không gian thì không được thoáng lắm nhưng món ăn với giá tiền khá ok,tạm vì món ăn ok và tệ vì không gian không được thoáng và tạm vì giá tiền ok,chất lượng đồ ăn tạm với món ăn và không gian tệ với không gian và giá tiền đồ ăn tạm với giá tiền
quán đẹp rộng và đông nên vì thế mình order num phần mà đợi cả num tiếng đồng hồ,tạm vì quán đông và tệ vì đợi #tệ và tốt vì quán đẹp rộng,nhà hàng nói chung tạm với quán và dịch vụ tệ với đợi và nhà hàng nói chung tốt với quán
"thịt nước ướp ngon , lẩu ăn tạm được , điểm trừ dành cho nhân viên phục vụ quá chậm chạp , lần sau sẽ không quay lại",tệ vì nhân viên phục vụ chậm chạp và tốt vì thịt ngon và tạm vì lẩu tạm được,dịch vụ tệ với nhân viên phục vụ và chất lượng đồ ăn tốt với thịt và chất lượng đồ ăn tạm với lẩu
không gian đẹp thoáng nhân viên lịch sự thức ăn ngon và được trang trí rất ư là đẹp mắt giá tuy hơi cao nhưng so với chất lượng như thế là ổn,tốt vì nhân viên lịch sự và tốt vì thức ăn ngon và tốt vì trang trí đẹp mắt và tệ vì giá cao và tốt vì không gian đẹp thoáng,dịch vụ tốt với nhân viên và chất lượng đồ ăn tốt với thức ăn và lựa chọn đồ ăn tốt với trang trí và giá tiền nhà hàng tệ với giá và không gian tốt với không gian
"đường vào tìm quán cũng khá dễ , nhưng chỉ mỗi hơi phiền gửi xe vì là ngõ chợ nên ồn ào .",tệ vì gửi xe #tệ và tốt vì đường vào dễ,vấn đề khác tệ với gửi xe và địa chỉ tốt với đường vào
cơm ở đây ăn được nhưng thái độ của nhân viên không tốt gọi đến mấy lần không trả lời,tệ vì thái độ của nhân viên không tốt và tạm vì cơm được,dịch vụ tệ với thái độ của nhân viên và chất lượng đồ ăn tạm với cơm
"không gian đẹp rộng thoáng và máy lạnh , đồ ăn đa dạng nên giá cả hơi đắt",tốt vì máy lạnh #tốt và tốt vì không gian đẹp rộng thoáng và tốt vì đồ ăn đa dạng và tệ vì giá cả đắt,vấn đề khác tốt với máy lạnh và không gian tốt với không gian và lựa chọn đồ ăn tốt với đồ ăn và giá tiền nhà hàng tệ với giá cả
nhân viên phục vụ ổn lịch sự không gian quán hơi nhỏ,tạm vì nhân viên phục vụ ổn lịch sự và tệ vì không gian nhỏ,dịch vụ tạm với nhân viên phục vụ và không gian tệ với không gian
đồ ăn thì chất lượng chán được cái thái độ tốt không biết có cho nổi num sao không,tốt vì thái độ tốt và tệ vì đồ ăn chán,dịch vụ tốt với thái độ và chất lượng đồ ăn tệ với đồ ăn
giá cũng khá cao nhưng ngon và chất lượng mình đi num người mỗi người hết num,tốt vì nó ngon và tệ vì giá cao và tốt vì nó chất lượng và tạm vì nó #tạm,nhà hàng nói chung tốt và giá tiền nhà hàng tệ với giá và nhà hàng nói chung tốt và giá tiền nhà hàng tạm
"nhân viên nhiệt tình và rất lanh lẹ nhưng món ăn lên siêu chậm , đồ ăn thật sự là không cảm được đồ ăn ấn .",tốt vì nhân viên nhiệt tình và tệ vì món ăn lên siêu chậm và tốt vì nhân viên lanh lẹ và tệ vì đồ ăn không cảm được,dịch vụ tốt với nhân viên và dịch vụ tệ với món ăn lên và dịch vụ tốt với nhân viên và lựa chọn đồ ăn tệ với đồ ăn
