input,aop,cap
"đồ ăn đa dạng các thể loại như bún , bánh , cơm kiểu việt thì tầm num + , đùi gà chiên thì cân theo lạng , tầm đâu giá tiền trở lên","{đồ ăn,đa dạng,positive};{đùi gà chiên,null,neutral}","{FOOD#STYLE&OPTIONS,đồ ăn,positive};{FOOD#PRICES,đùi gà chiên,neutral}"
"đồ ăn ngon , phục vụ hơi thiếu chu đáo chưa chú ý tới khách ,","{phục vụ,thiếu chu đáo,negative};{đồ ăn,ngon,positive}","{SERVICE#GENERAL,phục vụ,negative};{FOOD#QUALITY,đồ ăn,positive}"
mặc dù mình rất thích món gan ngỗng ở đây nhưng mà chắc sẽ không quay lại vì thái độ phục vụ mình được nhận trong num lần ghé không hề tương xứng với phí dịch vụ mà mình thanh toán,"{thái độ phục vụ,null,negative};{gan ngỗng,thích,positive}","{SERVICE#GENERAL,thái độ phục vụ,negative};{FOOD#QUALITY,gan ngỗng,positive}"
giá hơi cao nhưng ăn đáng no lắm luôn bỏ lại num vắt mì ba màu luôn,"{null,đáng,positive};{giá,cao,negative}","{FOOD#QUALITY,null,positive};{RESTAURANT#PRICES,giá,negative}"
không gian sáng sủa đẹp có khu vui chơi cho con nít mà có điều hơi nhỏ máy lạnh hơi yếu nên ngồi ăn khá nóng,"{máy lạnh,yếu,negative};{không gian,sáng sủa đẹp,positive};{không gian,nhỏ,negative};{khu vui chơi,null,positive}","{RESTAURANT#MISCELLANEOUS,máy lạnh,negative};{AMBIENCE#GENERAL,không gian,positive};{AMBIENCE#GENERAL,không gian,negative};{RESTAURANT#MISCELLANEOUS,khu vui chơi,positive}"
mình từng uống trà đá đắt nhất là giá tiền thôi mà ở đây gấp đôi luôn bánh mì giống hệt titi vẫn khô và không ngon kết luận là tầm giá tiền người bao gồm trà đá bánh mì steak,"{bánh mì,ko ngon,negative};{bánh mì,khô,negative};{null,null,neutral}","{FOOD#QUALITY,bánh mì,negative};{FOOD#QUALITY,bánh mì,negative};{RESTAURANT#PRICES,null,neutral}"
"món ăn trình bày đẹp nhưng ăn tạm , có thẻ thành viên được giảm giá cho những lần sau .","{món ăn trình bày,đẹp,positive};{thẻ thành viên,null,positive};{món ăn,tạm,neutral}","{FOOD#STYLE&OPTIONS,món ăn trình bày,positive};{RESTAURANT#MISCELLANEOUS,thẻ thành viên,positive};{FOOD#QUALITY,món ăn,neutral}"
salad giá tiền giá tiền 🔸 không gian cũng khá rộng có điều hoà mát lạnh nhen tệ,"{không gian,rộng,positive};{salad,null,neutral}","{AMBIENCE#GENERAL,không gian,positive};{FOOD#PRICES,salad,neutral}"
giá tiền thì không cao như các chuỗi bufet khác nhưng chất lượng bị bỏ xa,"{chất lượng,bị bỏ xa,negative};{giá tiền,không cao,neutral}","{RESTAURANT#GENERAL,chất lượng,negative};{RESTAURANT#PRICES,giá tiền,neutral}"
giá hơi cao so với các quán piza khác nhưng chất lượng lắm .,"{null,chất lượng,positive};{giá,cao,negative}","{RESTAURANT#GENERAL,null,positive};{RESTAURANT#PRICES,giá,negative}"
đồ uống cũng ổn điểm trừ nhân viên bàn mình có vẻ xem thường khách hàng 🤥 bàn đi chung và đi sau mình có đồ ăn nhưng mình chờ rất lâu cũng không có nhiều lần nhắc nhở,"{nhân viên,xem thường khách hàng,negative};{đồ uống,ổn,neutral}","{SERVICE#GENERAL,nhân viên,negative};{DRINKS#QUALITY,đồ uống,neutral}"
"không gian rộng rãi , sang trọng tuy nhiên chất lượng đã giảm sút , không như hồi còn ở lê thị hồng gấm .","{chất lượng,giảm sút,negative};{không gian,rộng rãi,positive};{không gian,sang trọng,positive}","{RESTAURANT#GENERAL,chất lượng,negative};{AMBIENCE#GENERAL,không gian,positive};{AMBIENCE#GENERAL,không gian,positive}"
đồ ăn cũng ổn mà giá thành cũng phải chăng nên nhược điểm của quán là làm đồ hơi lâu,"{làm đồ,lâu,negative};{đồ ăn,ổn,neutral};{giá thành,phải chăng,positive}","{SERVICE#GENERAL,làm đồ,negative};{FOOD#QUALITY,đồ ăn,neutral};{FOOD#PRICES,giá thành,positive}"
quán quá ngon đã ăn lại ngày lần v tuy nhiên hôm nay đồ ăn ra hơi chậm chắc do cuối tuần,"{quán,ngon,positive};{đồ ăn ra,chậm,negative}","{RESTAURANT#GENERAL,quán,positive};{SERVICE#GENERAL,đồ ăn ra,negative}"
vẫn chưa khám phá hết thực đơn ở bồ lế rồ lâu lâu săn đàm phán đi ăn thấy cũng ổn dù thịt thái hơi mỏng nhân viên thì cũng hơi thiếu chuyên nghiệp,"{nhân viên,thiếu chuyên nghiệp,negative};{null,ổn,neutral};{thịt,mỏng,negative}","{SERVICE#GENERAL,nhân viên,negative};{FOOD#QUALITY,null,neutral};{FOOD#STYLE&OPTIONS,thịt,negative}"
piza vị lạ không hợp với khẩu vị của mình lắm toping hơi nhạt bơ nhiều nên ăn rất ngấy và nê vị trí khá đẹp vì nằm ngay ở mặt tiền pxl dịch vụ cực tệ,"{pizza,không hợp với khẩu vị,negative};{vị trí,đẹp,positive};{topping,nhạt,negative};{bơ,nhiều,negative};{dịch vụ,tệ,negative}","{FOOD#QUALITY,pizza,negative};{LOCATION#GENERAL,vị trí,positive};{FOOD#QUALITY,topping,negative};{FOOD#STYLE&OPTIONS,bơ,negative};{SERVICE#GENERAL,dịch vụ,negative}"
ăn ở al fresco ' s lúc nào cũng ngon hết giá hơi cao tí nhưng được cái hay có khuyến mãi tùm lum,"{null,ngon,positive};{giá,cao,negative};{khuyến mãi,null,positive}","{FOOD#QUALITY,null,positive};{RESTAURANT#PRICES,giá,negative};{RESTAURANT#MISCELLANEOUS,khuyến mãi,positive}"
thực đơn đa dạng và lạ giá hơi cao còn nước mình thấy không ngon lắm,"{menu,đa dạng,positive};{giá,cao,negative};{nước,ko ngon,negative};{menu,lạ,positive}","{DRINKS#STYLE&OPTIONS,menu,positive};{DRINKS#PRICES,giá,negative};{DRINKS#QUALITY,nước,negative};{DRINKS#STYLE&OPTIONS,menu,positive}"
"thích vị trí này vì ngay trung tâm thành phố giá cung không mắc ngồi bao lâu cũng được , quán thoáng mát mẻ","{quán,thoáng mát mẻ,positive};{vị trí,ngay trung tâm,positive};{giá,không mắc,neutral}","{AMBIENCE#GENERAL,quán,positive};{LOCATION#GENERAL,vị trí,positive};{RESTAURANT#PRICES,giá,neutral}"
mặc dù đồ ăn ngon nhưng nhân viên quá tệ,"{nhân viên,tệ,negative};{đồ ăn,ngon,positive}","{SERVICE#GENERAL,nhân viên,negative};{FOOD#QUALITY,đồ ăn,positive}"
"quán quang cảnh khá đẹp , đồ ăn không đúng vị ấn độ , chất lượng trung bình .","{view,đẹp,positive};{đồ ăn,không đúng vị,negative};{chất lượng,trung bình,neutral}","{LOCATION#GENERAL,view,positive};{FOOD#STYLE&OPTIONS,đồ ăn,negative};{FOOD#QUALITY,chất lượng,neutral}"
đồ ăn ở đây ngon vừa miệng thực đơn cũng đa dạng nữa mặc dù giá hơi tệ tệ nhưng thôi bù lại ngon là được,"{đồ ăn,ngon,positive};{menu,đa dạng,positive};{giá,chát,negative}","{FOOD#QUALITY,đồ ăn,positive};{FOOD#STYLE&OPTIONS,menu,positive};{FOOD#PRICES,giá,negative}"
đi cuối tuần đợi hơi lâu chút vì quán đông nhưng bù lại thì chất lượng rất ổn,"{quán,đông,neutral};{đợi,lâu,negative};{chất lượng,rất ổn,positive}","{RESTAURANT#GENERAL,quán,neutral};{SERVICE#GENERAL,đợi,negative};{RESTAURANT#GENERAL,chất lượng,positive}"
chất lượng vẫn ok như ngày đầu tiên món lên nhanh sau dịch thì nhà hàng không còn phục vụ trứng hấp nữa mình khá buồn,"{chất lượng,oki,neutral};{món lên,nhanh,positive}","{RESTAURANT#GENERAL,chất lượng,neutral};{SERVICE#GENERAL,món lên,positive}"
mình ăn bò sốt me và sốt tiêu nhưng sốt me ok hơn cách chế biến tại bàn như vậy làm thực khách thấy thú vị hơn giá giá tiền cho num ng là ổn không gian qán hơi tệ,"{sốt me,ok,neutral};{không gian,tệ,negative};{giá,null,neutral}","{FOOD#QUALITY,sốt me,neutral};{AMBIENCE#GENERAL,không gian,negative};{FOOD#PRICES,giá,neutral}"
không gian ấm cúng kiểu pháp quán hơi nhỏ hên là mình đi ngay hôm vắng cũng đỡ,"{không gian,ấm cúng,positive};{quán,nhỏ,negative}","{AMBIENCE#GENERAL,không gian,positive};{RESTAURANT#GENERAL,quán,negative}"
mình ăn thử lần đầu đặt giao qua grab chất lượng ổn nhưng giá mình thấy đắt,"{chất lượng,ổn,neutral};{giá,đắt,negative}","{RESTAURANT#GENERAL,chất lượng,neutral};{RESTAURANT#PRICES,giá,negative}"
lẩu ở đây ăn dạng lẩu nhúng gọi món giống bên hong kong nha các món ăn kèm giá khá cao cá viên bò viên là giá tiền num viên có viên phô mai với viên kim sa ăn ngon lạ nè,"{món ăn kèm,ngon lạ,positive};{lẩu,null,neutral};{giá,cao,negative}","{FOOD#QUALITY,món ăn kèm,positive};{FOOD#STYLE&OPTIONS,lẩu,neutral};{FOOD#PRICES,giá,negative}"
đồ ăn ở đây ngon nhưng nhân viên phục vụ quá tệ kiểu không cần khách,"{nhân viên phục vụ,tệ,negative};{đồ ăn,ngon,positive}","{SERVICE#GENERAL,nhân viên phục vụ,negative};{FOOD#QUALITY,đồ ăn,positive}"
đồ ăn rất ngon vị rất tuyệt nhưng giá cao so với mặ bằng chung,"{vị,tuyệt,positive};{đồ ăn,ngon,positive};{giá,cao,negative}","{FOOD#QUALITY,vị,positive};{FOOD#QUALITY,đồ ăn,positive};{FOOD#PRICES,giá,negative}"
đồ ăn ngon canh kimchi vừa miệng chua chua thịt nướng chưa xuất sắc mì tương đen ổn nhưng hơi ngán phục vụ quá sức tệ quán đông mà muốn gọi nhân viên khó gì đâu luôn,"{quán,đông,neutral};{phục vụ,tệ,negative};{đồ ăn,ngon,positive};{canh kimchi,vừa miệng,positive};{thịt nướng,chưa xuất sắc,neutral};{mì tương đen,ổn,neutral}","{RESTAURANT#GENERAL,quán,neutral};{SERVICE#GENERAL,phục vụ,negative};{FOOD#QUALITY,đồ ăn,positive};{FOOD#STYLE&OPTIONS,canh kimchi,positive};{FOOD#STYLE&OPTIONS,thịt nướng,neutral};{FOOD#STYLE&OPTIONS,mì tương đen,neutral}"
"quán quang cảnh đẹp , không gian rộng , nhân viên nhiệt tình dễ thương , nhưng cả đồ ăn và nước uống đều không được ngon cho lắm mà giá lại hơi cao ,","{nhân viên,nhiệt tình,positive};{đồ ăn,không được ngon,neutral};{nước uống,không được ngon,neutral};{giá,cao,negative};{không gian,rộng,positive};{view,đẹp,positive}","{SERVICE#GENERAL,nhân viên,positive};{FOOD#QUALITY,đồ ăn,neutral};{DRINKS#QUALITY,nước uống,neutral};{RESTAURANT#PRICES,giá,negative};{AMBIENCE#GENERAL,không gian,positive};{LOCATION#GENERAL,view,positive}"
không gian ở đây thực sự rất nhỏ được cái máy lạnh hoạt động tốt nên cũng đỡ,"{máy lạnh,hoạt động tốt,positive};{không gian,nhỏ,negative}","{RESTAURANT#MISCELLANEOUS,máy lạnh,positive};{AMBIENCE#GENERAL,không gian,negative}"
nhân viên nhanh nhẹn nhung sau khi order chờ món hơi lâu có máy lanh nhung ngồi vẫn bị nóng điểm trừ nhỏ về không gian,"{chờ món,lâu,negative};{nhân viên,nhanh nhẹn,positive};{null,nóng,negative}","{SERVICE#GENERAL,chờ món,negative};{SERVICE#GENERAL,nhân viên,positive};{AMBIENCE#GENERAL,null,negative}"
mặc dù vậy nhưng mình vẫn thích bò cuộn phô mai nướng chỗ này nên mình vẫn sẽ quay lại nếu có cơ hội nhưng thái độ phục vụ như vây là hoàn toàn không tốt,"{thái độ phục vụ,không tốt,negative};{bò cuộn phô mai nướng,thích,positive}","{SERVICE#GENERAL,thái độ phục vụ,negative};{FOOD#QUALITY,bò cuộn phô mai nướng,positive}"
giá cả thì hợp lý nhân viên phục vụ hơi tệ không gian nhỏ và không thoáng mát,"{nhân viên phục vụ,tệ,negative};{giá cả,hợp lý,positive};{không gian,nhỏ,negative};{không gian,không thoáng mát,negative}","{SERVICE#GENERAL,nhân viên phục vụ,negative};{RESTAURANT#PRICES,giá cả,positive};{AMBIENCE#GENERAL,không gian,negative};{AMBIENCE#GENERAL,không gian,negative}"
giá cũng tầm giá tiền tô không mắc nhưng đồ ăn không ngon,"{đồ ăn,không ngon,negative};{giá,không mắc,neutral}","{FOOD#QUALITY,đồ ăn,negative};{FOOD#PRICES,giá,neutral}"
"không gian rộng rãi , thoáng , nhiều bàn , sạch sẽ , đồ ăn tạm ổn , hải sản tươi , nhân viên đông phục vụ nhanh , nhiệt tình ,","{nhân viên,đông,positive};{phục vụ,nhiệt tình,positive};{phục vụ,nhanh,positive};{đồ ăn,tạm ổn,neutral};{không gian,rộng rãi,positive};{không gian,thoáng,positive};{không gian,sạch sẽ,positive};{bàn,nhiều,positive};{hải sản,tươi,positive}","{SERVICE#GENERAL,nhân viên,positive};{SERVICE#GENERAL,phục vụ,positive};{SERVICE#GENERAL,phục vụ,positive};{FOOD#QUALITY,đồ ăn,neutral};{AMBIENCE#GENERAL,không gian,positive};{AMBIENCE#GENERAL,không gian,positive};{AMBIENCE#GENERAL,không gian,positive};{RESTAURANT#MISCELLANEOUS,bàn,positive};{FOOD#STYLE&OPTIONS,hải sản,positive}"
đồ ăn ngon mỗi tội khá là ít so với giá,"{đồ ăn,ngon,positive};{đồ ăn,ít,negative}","{FOOD#QUALITY,đồ ăn,positive};{FOOD#STYLE&OPTIONS,đồ ăn,negative}"
giá cả có thể cao nhưng đáng tiền bỏ ra nè phục vụ rất tốt,"{phục vụ,nice,positive};{giá,cao,negative}","{SERVICE#GENERAL,phục vụ,positive};{RESTAURANT#PRICES,giá,negative}"
"món ăn ngon , giá cả rẻ và không gian tạm được","{món ăn,ngon,positive};{giá cả,rẻ,positive};{không gian,tạm được,neutral}","{FOOD#QUALITY,món ăn,positive};{FOOD#PRICES,giá cả,positive};{AMBIENCE#GENERAL,không gian,neutral}"
"súp thì ăn cũng được chứ không gọi là quá xuất sắc , pepsi ở đây hình như có công thức pha khá là ngon","{pepsi,ngon,positive};{súp,cũng đc,neutral}","{DRINKS#QUALITY,pepsi,positive};{FOOD#QUALITY,súp,neutral}"
đồ ăn ra trễ đợi hơi lâu xíu mà cũng rất ngon không là nghỉ chơi luôn rồi,"{đợi,lâu,negative};{đồ ăn ra,trễ,negative};{đồ ăn,ngon,positive}","{SERVICE#GENERAL,đợi,negative};{SERVICE#GENERAL,đồ ăn ra,negative};{FOOD#QUALITY,đồ ăn,positive}"
điểm mà mình thích nhất ở đây là quang cảnh quán khá dễ thương thích hợp cho chụp ảnh đồ uống ổn chứ không đặc sắc,"{view,dễ thương,positive};{đồ uống,ổn,neutral}","{LOCATION#GENERAL,view,positive};{DRINKS#QUALITY,đồ uống,neutral}"
không gia rộng rãi thoải mái món ăn sashimi cá hồi tươi béo tan trong miệng nhưng phần hơi nhỏ so với nhà hàng khác với mức giá tương đương cuộn cá hồi ăn ngon mì xào udon hơi nhạt không ngon,"{cuộn cá hồi,ngon,positive};{mì xào udon,không ngon,negative};{sashimi cá hồi,tươi béo,positive};{mì xào udon,nhạt,neutral};{không gia,rộng rãi,positive};{phần,nhỏ,negative}","{FOOD#QUALITY,cuộn cá hồi,positive};{FOOD#QUALITY,mì xào udon,negative};{FOOD#STYLE&OPTIONS,sashimi cá hồi,positive};{FOOD#STYLE&OPTIONS,mì xào udon,neutral};{AMBIENCE#GENERAL,không gia,positive};{FOOD#STYLE&OPTIONS,phần,negative}"
"mình chỉ không thích thái độ của nvien num chút thôi , món trà sữa thì tuyệt cú mèo","{thái độ của nvien,không thích,negative};{trà sữa,tuyệt,positive}","{SERVICE#GENERAL,thái độ của nvien,negative};{DRINKS#QUALITY,trà sữa,positive}"
"nước uống khá ngon , có lớp kem tuyết kiwi ở trên hí hí , về tổng thể giá cả cũng tầm giá tiền ly","{Nước uống,ngon,positive};{Nước uống,null,positive};{giá cả,null,neutral}","{DRINKS#QUALITY,Nước uống,positive};{DRINKS#QUALITY,Nước uống,positive};{DRINKS#PRICES,giá cả,neutral}"
không gian khá nhỏ nhưng khá dễ thương nhân viên thấy có num bạn thôi nhưng phục vụ ổn,"{phục vụ,ổn,neutral};{không gian,nhỏ,negative};{không gian,dễ thương,neutral}","{SERVICE#GENERAL,phục vụ,neutral};{AMBIENCE#GENERAL,không gian,negative};{AMBIENCE#GENERAL,không gian,neutral}"
giá khá cao dịch vụ ok nhân viên training tốt nhanh nhẹn,"{dịch vụ,ok,neutral};{nhân viên,tốt,positive};{giá,cao,negative}","{SERVICE#GENERAL,dịch vụ,neutral};{SERVICE#GENERAL,nhân viên,positive};{RESTAURANT#PRICES,giá,negative}"
"cá nhân mình thấy đồ ăn hơi nhạt , hơi ít so với giá , phục vụ thì hơi lâu mà còn nhầm bàn thứ , thứ được cái quán có quang cảnh đẹp","{phục vụ,lâu,negative};{null,có view đẹp,positive};{đồ ăn,ít,negative};{đồ ăn,nhạt,negative}","{SERVICE#GENERAL,phục vụ,negative};{LOCATION#GENERAL,null,positive};{FOOD#STYLE&OPTIONS,đồ ăn,negative};{FOOD#QUALITY,đồ ăn,negative}"
chính vì ngon vậy nên so ra cái bánh hơi nhỏ nhưng cũng chấp nhận được,"{null,ngon,positive};{bánh,nhỏ,negative}","{FOOD#QUALITY,null,positive};{FOOD#STYLE&OPTIONS,bánh,negative}"
"phục vụ món lâu nhân viên chưa chu đáo lắm , đậu tứ xuyên thì nhạt nhẽo quá nhiều dầu , sủi cảo thì tạm được","{phục vụ,lâu,negative};{nhân viên,chưa chu đáo,negative};{sủi cảo,tạm được,neutral};{đậu tứ xuyên,null,negative};{sủi cảo,nhạt nhẽo,negative}","{SERVICE#GENERAL,phục vụ,negative};{SERVICE#GENERAL,nhân viên,negative};{FOOD#QUALITY,sủi cảo,neutral};{FOOD#STYLE&OPTIONS,đậu tứ xuyên,negative};{FOOD#QUALITY,sủi cảo,negative}"
