input,ao,ap,cp
"quán yên tĩnh so với các quán pub khác , pha chế ổn , không gian rất ấm cúng , giá ok","{giá,ok};{không gian,ấm cúng};{pha chế,ổn};{null,yên tĩnh}","{giá,neutral};{không gian,positive};{pha chế,neutral};{null,positive}","{RESTAURANT#PRICES,neutral};{AMBIENCE#GENERAL,positive};{DRINKS#QUALITY,neutral};{RESTAURANT#GENERAL,positive}"
các món ở đây cũng khá ngon nhưng đắt hơn so với giá trị thực,"{món,ngon};{null,đắt}","{món,positive};{null,negative}","{FOOD#QUALITY,positive};{FOOD#PRICES,negative}"
ăn thì cũng được nhưng không gian và cơ sở vật chất quá kém .,"{không gian,kém};{cơ sở vật chất,kém};{null,cũng được}","{không gian,negative};{cơ sở vật chất,negative};{null,neutral}","{AMBIENCE#GENERAL,negative};{RESTAURANT#MISCELLANEOUS,negative};{FOOD#QUALITY,neutral}"
"phải nói là thịt nướng ở đây là cực ngon , cơm trộn ăn cũng được , phục vụ tốt , giá hơi mắc chút","{phục vụ,tốt};{thịt nướng,ngon};{cơm trộn,cũng đc};{giá,mắc}","{phục vụ,positive};{thịt nướng,positive};{cơm trộn,neutral};{giá,negative}","{SERVICE#GENERAL,positive};{FOOD#QUALITY,positive};{FOOD#QUALITY,neutral};{RESTAURANT#PRICES,negative}"
thực sự với giá giá tiền mà chất lượng thì tệ không tả nổi,"{chất lượng,tệ};{giá,null}","{chất lượng,negative};{giá,neutral}","{RESTAURANT#GENERAL,negative};{RESTAURANT#PRICES,neutral}"
bữa nhân ngày bà mợ út bị giận nhau với chồng ẻm dắt nguyên đàn cháu vô đây ăn không gian thì bao mát giá cả lại rẻ bất ngờ có điều nước ở đây quá mắc chai nước suối mà giá tiền nuoc ngot cũng thế,"{chai nước suối,mắc};{giá cả,rẻ};{không gian,mát}","{chai nước suối,negative};{giá cả,positive};{không gian,positive}","{DRINKS#PRICES,negative};{RESTAURANT#PRICES,positive};{AMBIENCE#GENERAL,positive}"
tính ra giá khá cao num mấy cho một người nhưng thật sự đối với dịch vụ và chất lượng đồ ăn quá tốt như vậy thì tụi mình thấy rất xứng đáng ăn no căng bụng quên cả lối về tốt,"{chất lượng,tốt};{đồ ăn,tốt};{giá,cao}","{chất lượng,positive};{đồ ăn,positive};{giá,negative}","{RESTAURANT#GENERAL,positive};{FOOD#QUALITY,positive};{RESTAURANT#PRICES,negative}"
thức ăn và thức uống ở đây khá đa dạng giá khá cao tuy nhiên nếu bạn là tín đồ của cafe đẹp sang trọng thì cũng nên một lần thử đến đây,"{thức ăn,đa dạng};{thức uống,đa dạng};{giá,cao}","{thức ăn,positive};{thức uống,positive};{giá,negative}","{FOOD#STYLE&OPTIONS,positive};{DRINKS#STYLE&OPTIONS,positive};{RESTAURANT#PRICES,negative}"
món thái ở đây ngon trình bày đẹp mắt nữa nằm trong hẻm nhưng khá đông nha giá hơi cao nhưng đúng với chất lượng không gian ấm cúng,"{null,đông};{món thái,ngon};{trình bày,đẹp mắt};{giá,cao};{không gian,ấm cúng};{null,nằm trong hẻm}","{null,neutral};{món thái,positive};{trình bày,positive};{giá,negative};{không gian,positive};{null,neutral}","{RESTAURANT#GENERAL,neutral};{FOOD#QUALITY,positive};{FOOD#STYLE&OPTIONS,positive};{RESTAURANT#PRICES,negative};{AMBIENCE#GENERAL,positive};{LOCATION#GENERAL,neutral}"
quán mới khai trương gần đây mình zo tầm num h thấy hơi vắng quán đẹp nhân viên nhiều quá nhiều khi ngồi ăn cũng thấy ngại giá cao đồ ăn ngon hẹn hò nên vào đây tốt,"{quán,vắng};{quán,đẹp};{đồ ăn,ngon};{giá,cao}","{quán,neutral};{quán,positive};{đồ ăn,positive};{giá,negative}","{RESTAURANT#GENERAL,neutral};{RESTAURANT#GENERAL,positive};{FOOD#QUALITY,positive};{RESTAURANT#PRICES,negative}"
mình thấy giá tiệc ở đây cao nhưng chất lượng đều ổn từ âm thanh ánh sáng,"{chất lượng,ổn};{giá tiệc,cao};{âm thanh,ổn};{ánh sáng,ổn}","{chất lượng,neutral};{giá tiệc,negative};{âm thanh,neutral};{ánh sáng,neutral}","{RESTAURANT#GENERAL,neutral};{RESTAURANT#PRICES,negative};{RESTAURANT#MISCELLANEOUS,neutral};{RESTAURANT#MISCELLANEOUS,neutral}"
"quán rộng rãi , thức ăn thì cũng ổn , hơi ít , duy chỉ có mỗi phục vụ thật sự là rất lâu , rất rất lâu luôn : (","{phục vụ,lâu};{thức ăn,ổn};{thức ăn,ít};{quán,rộng rãi}","{phục vụ,negative};{thức ăn,neutral};{thức ăn,negative};{quán,positive}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,neutral};{FOOD#STYLE&OPTIONS,negative};{RESTAURANT#GENERAL,positive}"
đồ ăn ổn nhưng mình hoàn toàn không thích thái độ phục vụ,"{thái độ phục vụ,ko thích};{đồ ăn,ổn}","{thái độ phục vụ,negative};{đồ ăn,neutral}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,neutral}"
công nhận đồ uống ở đây chất lượng ok giá thành hợp lí quang cảnh lại rộng rãi mỗi tội đường đi đến khó khăn quá,"{giá thành,hợp lí};{view,rộng rãi};{đường đi,khó khăn};{đồ uống,chất lượng ok}","{giá thành,positive};{view,positive};{đường đi,negative};{đồ uống,positive}","{DRINKS#PRICES,positive};{LOCATION#GENERAL,positive};{LOCATION#GENERAL,negative};{DRINKS#QUALITY,positive}"
mình thấy đồ ăn tại đây thì ngon rồi nhưng tại sao cách thức quản lý khách và phục vụ lại không ngon tí xíu nào vậy,"{quản lý,null};{đồ ăn,ngon};{phục vụ,null}","{quản lý,negative};{đồ ăn,positive};{phục vụ,negative}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive};{SERVICE#GENERAL,negative}"
nước uống được giá đồ ăn cao quán vắng không gian ok,"{quán,vắng};{giá đồ ăn,cao};{nước uống,được};{không gian,oki}","{quán,neutral};{giá đồ ăn,negative};{nước uống,neutral};{không gian,neutral}","{RESTAURANT#GENERAL,neutral};{FOOD#PRICES,negative};{DRINKS#QUALITY,neutral};{AMBIENCE#GENERAL,neutral}"
"đồ uống ở đây không có gì đặc biệt , chủ yếu là trà và sinh tố , sinh tố ở đây có điểm cộng là làm từ hoa quả tươi , uống ngon","{Đồ uống,null};{sinh tố,null};{sinh tố,ngon}","{Đồ uống,neutral};{sinh tố,positive};{sinh tố,positive}","{DRINKS#STYLE&OPTIONS,neutral};{DRINKS#STYLE&OPTIONS,positive};{DRINKS#QUALITY,positive}"
quán hơi khó tìm xíu đồ ăn cũng được bánh mì ở đây không giống như ở ngoài giòn mà mềm mềm ăn kèm với bò cảm giác lạ miệng không gian quán thoáng mát chỗ gửi xe hơi nhỏ,"{đồ ăn,cũng được};{bánh mì,giòn};{chỗ gửi xe,nhỏ};{không gian,thoáng mát};{bánh mì,mềm mềm};{null,khó tìm}","{đồ ăn,neutral};{bánh mì,positive};{chỗ gửi xe,negative};{không gian,positive};{bánh mì,positive};{null,negative}","{FOOD#QUALITY,neutral};{FOOD#STYLE&OPTIONS,positive};{RESTAURANT#MISCELLANEOUS,negative};{AMBIENCE#GENERAL,positive};{FOOD#STYLE&OPTIONS,positive};{LOCATION#GENERAL,negative}"
"nhà hàng đẹp , dễ tìm , không gian thoáng mát , nhân viên phục vụ nhanh , thức ăn làm nhanh nhưng ăn cũng bình thường không đặc sắc lắm ,","{nhân viên phục vụ,nhanh};{thức ăn,bình thường};{không gian,thoáng mát};{nhà hàng,dễ tìm};{nhà hàng,đẹp}","{nhân viên phục vụ,positive};{thức ăn,neutral};{không gian,positive};{nhà hàng,positive};{nhà hàng,positive}","{SERVICE#GENERAL,positive};{FOOD#QUALITY,neutral};{AMBIENCE#GENERAL,positive};{LOCATION#GENERAL,positive};{RESTAURANT#GENERAL,positive}"
thực đơn nhiều món giá khá chát nhưng xứng với chất lượng,"{chất lượng,null};{menu,nhiều món};{giá,chát}","{chất lượng,positive};{menu,positive};{giá,negative}","{FOOD#QUALITY,positive};{FOOD#STYLE&OPTIONS,positive};{FOOD#PRICES,negative}"
"nhân viên nhanh nhẹn nhưng thái độ rất cục súc , còn lại mọi thứ đều ổn","{nhân viên,nhanh nhẹn};{thái độ,cục súc};{mọi thứ,ổn}","{nhân viên,positive};{thái độ,negative};{mọi thứ,neutral}","{SERVICE#GENERAL,positive};{SERVICE#GENERAL,negative};{RESTAURANT#GENERAL,neutral}"
"cơm ăn vừa miệng , gà nướng ăn thích hơn gà da giòn , gà hq ăn khá ngon , giá cũng trung bình , chấp nhận được ,","{cơm,vừa miệng};{gà,da giòn};{giá,chấp nhận đc};{gà hq,ngon}","{cơm,neutral};{gà,neutral};{giá,neutral};{gà hq,positive}","{FOOD#QUALITY,neutral};{FOOD#STYLE&OPTIONS,neutral};{FOOD#PRICES,neutral};{FOOD#QUALITY,positive}"
"ở đây sản xuất bia luôn nên giá bia ở đây khá rẻ , đồ ăn cũng tạm được tùy món thấy salad là ok","{đồ ăn,tạm được};{giá bia,rẻ};{salad,ok}","{đồ ăn,neutral};{giá bia,positive};{salad,neutral}","{FOOD#QUALITY,neutral};{DRINKS#PRICES,positive};{FOOD#QUALITY,neutral}"
đánh giá cao thái độ nhân viên tốt tốt nhược điểm là ở đây ruồi quá nhiều cứ đậu vào dĩa đồ ăn và ống hút rất khó chịu ăn không được thoải mái vì cảm thấy không vệ sinh cho lắm tệ tệ,"{thái độ nhân viên,đánh giá cao};{ruồi,nhiều}","{thái độ nhân viên,positive};{ruồi,negative}","{SERVICE#GENERAL,positive};{RESTAURANT#MISCELLANEOUS,negative}"
phục vụ còn chậm nhưng đồ ăn ngon và đặc sắc,"{phục vụ,chậm};{đồ ăn,ngon};{đồ ăn,đặc sắc}","{phục vụ,negative};{đồ ăn,positive};{đồ ăn,positive}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive};{FOOD#STYLE&OPTIONS,positive}"
"món ăn phong phú , dễ ăn , đồ uống thì tệ","{món ăn,dễ ăn};{món ăn,phong phú};{đồ uống,tệ}","{món ăn,positive};{món ăn,positive};{đồ uống,negative}","{FOOD#QUALITY,positive};{FOOD#STYLE&OPTIONS,positive};{DRINKS#QUALITY,negative}"
nhân viên thân thiện mỗi tội chủ quán làm ăn thất đứt,"{nhân viên,thân thiện};{chủ quán,null}","{nhân viên,positive};{chủ quán,negative}","{SERVICE#GENERAL,positive};{RESTAURANT#GENERAL,negative}"
"quán vắng nhưng phục vụ cực lâu , nhân viên không nhiệt tình , thái độ kém , chất lượng món ăn tạm được nhưng sẽ không bao giờ quay lại ,","{quán,vắng};{phục vụ,lâu};{chất lượng món ăn,tạm được};{nhân viên,không nhiệt tình};{thái độ,kém}","{quán,neutral};{phục vụ,negative};{chất lượng món ăn,neutral};{nhân viên,negative};{thái độ,negative}","{RESTAURANT#GENERAL,neutral};{SERVICE#GENERAL,negative};{FOOD#QUALITY,neutral};{SERVICE#GENERAL,negative};{SERVICE#GENERAL,negative}"
quán nhỏ nằm trong hẻm nhưng thức ăn ngon giá tốt,"{thức ăn,ngon};{quán,nhỏ};{giá,tốt};{null,null}","{thức ăn,positive};{quán,negative};{giá,positive};{null,neutral}","{FOOD#QUALITY,positive};{RESTAURANT#GENERAL,negative};{FOOD#PRICES,positive};{LOCATION#GENERAL,neutral}"
đồ ăn cực kỳ ngon lun khuyết điểm đồ ăn lên khá lâu giá khá mắc so với lượng đồ ăn,"{đồ ăn lên,lâu};{đồ ăn,ngon};{giá,mắc}","{đồ ăn lên,negative};{đồ ăn,positive};{giá,negative}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive};{FOOD#PRICES,negative}"
giá cả thì giá cao so với các quán khác nhưng nếu so về khẩu phần thì rẻ hơn vì phần ăn bên này rất nhiều,"{phần ăn,nhiều};{giá cả,cao}","{phần ăn,positive};{giá cả,negative}","{FOOD#STYLE&OPTIONS,positive};{RESTAURANT#PRICES,negative}"
không gian hơi chật nhưng hủ tiếu ăn ngon .,"{hủ tiếu,ngon};{không gian,chật}","{hủ tiếu,positive};{không gian,negative}","{FOOD#QUALITY,positive};{AMBIENCE#GENERAL,negative}"
đồ ăn tại cửa hàng rất ngon nhưng thái độ của các bạn tại quầy với khách hàng khá tệ,"{thái độ,tệ};{đồ ăn,ngon}","{thái độ,negative};{đồ ăn,positive}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive}"
"giá cũng tương đương với các nơi khác nhưng chất lượng nguyên liệu tệ hơn , rất nhiều sò đỏ num miếng không ngon và mỏng","{chất lượng nguyên liệu,tệ};{sò đỏ,mỏng};{sò đỏ,không ngon};{giá,null}","{chất lượng nguyên liệu,negative};{sò đỏ,negative};{sò đỏ,negative};{giá,neutral}","{FOOD#QUALITY,negative};{FOOD#STYLE&OPTIONS,negative};{FOOD#QUALITY,negative};{FOOD#PRICES,neutral}"
"nhân viên ok , không gian đẹp nhưng hơi nhỏ , khá âm cúng , sắp xếp món ăn đẹp .","{nhân viên,ok};{sắp xếp món ăn,đẹp};{không gian,đẹp};{không gian,nhỏ};{không gian,âm cúng}","{nhân viên,neutral};{sắp xếp món ăn,positive};{không gian,positive};{không gian,negative};{không gian,positive}","{SERVICE#GENERAL,neutral};{FOOD#STYLE&OPTIONS,positive};{AMBIENCE#GENERAL,positive};{AMBIENCE#GENERAL,negative};{AMBIENCE#GENERAL,positive}"
không gian hơi nhỏ nhưng trang trí ấm cúng bài trí món ăn bắt mắt,"{bài trí món ăn,bắt mắt};{không gian,nhỏ};{decor,ấm cúng}","{bài trí món ăn,positive};{không gian,negative};{decor,positive}","{FOOD#STYLE&OPTIONS,positive};{AMBIENCE#GENERAL,negative};{AMBIENCE#GENERAL,positive}"
nhân viên nhanh nhẹn nhưng không gian ở đây hơi bí,"{nhân viên,nhanh nhẹn};{không gian,bí}","{nhân viên,positive};{không gian,negative}","{SERVICE#GENERAL,positive};{AMBIENCE#GENERAL,negative}"
cái quán nằm trong hẻm sâu ai mù đường như mình chắc lạc cmnr lâu lâu mình muốn đổi gió hết muốn ăn uống vỉa hè nên vào đây ăn nè giá cả cũng không đắt lắm đâu,"{giá cả,k đắt};{null,hẻm sâu}","{giá cả,neutral};{null,negative}","{RESTAURANT#PRICES,neutral};{LOCATION#GENERAL,negative}"
giá rẻ nên dĩa cũng có chút chút có những món hình như không phải chủ đạo nên không đầu tư ngoại hình lắm bưng ra hơi thất vọng,"{những món,thất vọng};{giá,rẻ}","{những món,neutral};{giá,positive}","{FOOD#QUALITY,neutral};{RESTAURANT#PRICES,positive}"
"không gian rộng rãi thoáng mát , chất lượng món ăn trung bình giá cả chấp nhận được khoảng hơn giá tiền num người , nhân viên phục vụ tốt ,","{phục vụ,tố};{chất lượng món ăn,trung bình};{giá cả,chấp nhận dc};{không gian,rộng rãi thoáng mát}","{phục vụ,positive};{chất lượng món ăn,neutral};{giá cả,neutral};{không gian,positive}","{SERVICE#GENERAL,positive};{FOOD#QUALITY,neutral};{RESTAURANT#PRICES,neutral};{AMBIENCE#GENERAL,positive}"
phục vụ của nhân viên cũng rất ổn chậm rãi nhưng ân cần mỗi tội giá cả sẽ hơi bị nhỉnh hơn bên ngoài hay của các tiệm khác nhưng so ra thì tiền nào của nấy thui tốt,"{phục vụ của nhân viên,rất ổn};{giá cả,null};{phục vụ của nhân viên,ân cần}","{phục vụ của nhân viên,positive};{giá cả,negative};{phục vụ của nhân viên,positive}","{SERVICE#GENERAL,positive};{RESTAURANT#PRICES,negative};{SERVICE#GENERAL,positive}"
món và nước ra chậm ăn cũng bình thường mà giá cao,"{null,chậm};{món,bình thường};{giá,cao}","{null,negative};{món,neutral};{giá,negative}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,neutral};{RESTAURANT#PRICES,negative}"
"chất lượng tốt phục vụ tốt giá cả phải chăng , không gian hơi tối so với mình","{chất lượng,tốt};{phục vụ,tốt};{giá cả,phải chăng};{không gian,tối}","{chất lượng,positive};{phục vụ,positive};{giá cả,positive};{không gian,negative}","{RESTAURANT#GENERAL,positive};{SERVICE#GENERAL,positive};{RESTAURANT#PRICES,positive};{AMBIENCE#GENERAL,negative}"
quán hơi nhỏ không sang trọng như các nhà hàng thái khác nhưng bán đồ ăn nêm nếm vừa miệng ngon,"{đồ ăn nêm nếm,vừa miệng ngon};{quán,nhỏ không sang trọng}","{đồ ăn nêm nếm,positive};{quán,negative}","{FOOD#QUALITY,positive};{RESTAURANT#GENERAL,negative}"
thôi kể lể ra thì dài dòng tóm lại là ngon nhưng cái giá cũng đắt choáng váng hết cả mặt mày,"{null,ngon};{giá,đắt}","{null,positive};{giá,negative}","{RESTAURANT#GENERAL,positive};{RESTAURANT#PRICES,negative}"
thức uống ở đây giá cao hơn xí nhưng nhiều và ngon lại thêm khung cảnh quá đỗi xinh đẹp như này thượng đế vẫn ùn ùn đổ về và mê mệt cloud đó thôi,"{thức uống,nhiều};{giá,cao};{thức uống,ngon};{khung cảnh,xinh đẹp}","{thức uống,positive};{giá,negative};{thức uống,positive};{khung cảnh,positive}","{DRINKS#STYLE&OPTIONS,positive};{DRINKS#PRICES,negative};{DRINKS#QUALITY,positive};{LOCATION#GENERAL,positive}"
không gian quán đẹp giá cả so với mình hơi cao nhưng vẫn phù hợp với chất lượng có thể chấp nhận,"{chất lượng,phù hợp};{giá cả,cao};{không gian,đẹp}","{chất lượng,positive};{giá cả,negative};{không gian,positive}","{RESTAURANT#GENERAL,positive};{RESTAURANT#PRICES,negative};{AMBIENCE#GENERAL,positive}"
đã ghé quán phải nói không gian ấm cũng và rất đẹp món ăn cũng cực ngon tuy nhiên giá hơi mắc và phục vụ cũng khá lâu mình và bạn tới gọi món mà đợi phải num p sau mới có,"{phục vụ,lâu};{món ăn,cực ngon};{giá,mắc};{không gian,ấm cũng};{không gian,đẹp}","{phục vụ,negative};{món ăn,positive};{giá,negative};{không gian,positive};{không gian,positive}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive};{RESTAURANT#PRICES,negative};{AMBIENCE#GENERAL,positive};{AMBIENCE#GENERAL,positive}"
