task,raw_input,input,output,raw_output
acsa,"Trà Gong Cha chỗ này mình thấy uống khá ổn, dịch vụ giao hàng delivery now đúng giờ mặc dù đang cận tết đường xá nắng nóng kẹt xe.","trà gong cha chỗ này mình thấy uống khá ổn , dịch vụ giao hàng giao hàng now đúng giờ mặc dù đang cận tết đường xá nắng nóng kẹt xe .",phục vụ tốt và chất lượng đồ uống tạm,"{SERVICE#GENERAL, positive}, {DRINKS#QUALITY, neutral}"
acsa,"Còn phô mai đá xay việt quất cũng ngon, béo nhưng không ngấy, có vị việt quất nữa nên uống cũng ok lắm 👌👌👌.","còn phô mai đá xay việt quất cũng ngon , béo nhưng không ngấy , có vị việt quất nữa nên uống cũng ok lắm tốt tốt tốt .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,"Nhưng sau đó lại đổi số 33, làm việc không được tốt lắm so với mấy lần trước mình đi.","nhưng sau đó lại đổi số num , làm việc không được tốt lắm so với mấy lần trước mình đi .",phục vụ tệ,"{SERVICE#GENERAL, negative}"
acsa,👍 đĩa đồ ăn nào cũg ra kèm với phần rau vừa đẹp mắt vừa ngon.,tốt đĩa đồ ăn nào cũg ra kèm với phần rau vừa đẹp mắt vừa ngon .,chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt,"{FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, positive}"
acsa,Nhưng ăn vào thì vị lạ lắm nha.,nhưng ăn vào thì vị lạ lắm nha .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,Nhân viên phục vụ thì quá lịch sự luôn.,nhân viên phục vụ thì quá lịch sự luôn .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,Quán to đùng ngay mặt đường Xã Đàn nhìn rõ là xịn sò 😍😍.,quán to đùng ngay mặt đường xã đàn nhìn rõ là xịn sò tốt tốt .,địa chỉ tốt và không gian tốt,"{LOCATION#GENERAL, positive}, {AMBIENCE#GENERAL, positive}"
acsa,"NHân viên vui vẻ, nhiệt tình, pha thức uống nhanh không phải đợi lâu.","nhân viên vui vẻ , nhiệt tình , pha thức uống nhanh không phải đợi lâu .",phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Trà ô long vải kem cheese và oolong phô mai xoài khá là ngon, cheese đặc mà thơm.","trà ông long vải kem chese và olong phô mai xoài khá là ngon , chese đặc mà thơm .",chất lượng đồ uống tốt và lựa chọn đồ uống tạm,"{DRINKS#QUALITY, positive}, {DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Ly kia là raspberry black currant cũng ngon, chua chua ngọt ngọt dễ chịu.","ly kia là raspbery black curant cũng ngon , chua chua ngọt ngọt dễ chịu .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,Do có mã khuyến mãi 1 tặng 1 nên sẵn nay quán khai trương ghé luôn.,do có mã khuyến mãi num tặng num nên sẵn nay quán khai trương ghé luôn .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,+ Chỗ ngồi vỉa hè nê + bụi.,+ chỗ ngồi vỉa hè nê + bụi .,không gian tệ,"{AMBIENCE#GENERAL, negative}"
acsa,"Nhưng dù sao ăn cũng khá ngon, và cuối cùng mình cũng đã ăn hết :)).","nhưng dù sao ăn cũng khá ngon , và cuối cùng mình cũng đã ăn hết : ) ) .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,Đồ uống không quá ngon xuất sắc nhưng so với giá thì mình thấy vầy là ổn rồi.,đồ uống không quá ngon xuất sắc nhưng so với giá thì mình thấy vầy là ổn rồi .,chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,"Bữa sáng sớm đến quán mà thấy đóng cửa, hàng xóm gần đó chỉ mới biết dọn ra gần đầu hẻm rồi.","bữa sáng sớm đến quán mà thấy đóng cửa , hàng xóm gần đó chỉ mới biết dọn ra gần đầu hẻm rồi .",địa chỉ tạm,"{LOCATION#GENERAL, neutral}"
acsa,"Đồ ăn mình thấy bình thường, nước lẩu chưa thực sự đậm đà nhưng giá thành khá rẻ.","đồ ăn mình thấy bình thường , nước lẩu chưa thực sự đậm đà nhưng giá thành khá rẻ .",chất lượng đồ ăn tạm và giá tiền đồ ăn tốt,"{FOOD#QUALITY, neutral}, {FOOD#PRICES, positive}"
acsa,"Vào trong quán thì không gian rất rộng, lại đẹp nữa.","vào trong quán thì không gian rất rộng , lại đẹp nữa .",không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,"Vị trà sữa béo ngậy, đảm bảo ai ghiền machiato là thích lắm, mình thì thích uống trà pure hơn, nhưng lâu lâu uống trà sữa béo cũng thích, thich cảm giác mặn béo nhẹ nhàng của cream, dai dai của trân châu và giòn nhẹ của thạch Ai, yu khi hút vào miệng.","vị trà sữa béo ngậy , đảm bảo ai ghiền machiato là thích lắm , mình thì thích uống trà pure hơn , nhưng lâu lâu uống trà sữa béo cũng thích , thich cảm giác mặn béo nhẹ nhàng của cream , dai dai của trân châu và giòn nhẹ của thạch ai , yu khi hút vào miệng .",chất lượng đồ uống tốt và lựa chọn đồ uống tạm,"{DRINKS#QUALITY, positive}, {DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Không gian nhỏ phù hợp cho việc gặp gỡ, họp nhóm nha.","không gian nhỏ phù hợp cho việc gặp gỡ , họp nhóm nha .",không gian tệ,"{AMBIENCE#GENERAL, negative}"
acsa,"Nhưng đen đá làm Bánh tuyệt vời, các sốt vs bánh vừa miệng ko quá béo hay ngọt, hoà quyện lắm nhen.","nhưng đen đá làm bánh tuyệt vời , các sốt với bánh vừa miệng không quá béo hay ngọt , hoà quyện lắm nhen .",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt,"{FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, positive}"
acsa,+ Vị rich chocolate:Cái này must try luôn :)) Cực ngon.,+ vị rich chocolate : cái này phải thử luôn : ) ) cực ngon .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,Hay bị hêt món.,hay bị hêt món .,lựa chọn đồ ăn tệ,"{FOOD#STYLE&OPTIONS, negative}"
acsa,"Chỉ có điều ở trug tâm nên giữ xe khôg ngay quán đc mà phải đi xa hơn tí mới có bãi, nhưg cũng khá an ninh nên oke chấp nhận được 👍🏻.","chỉ có điều ở trug tâm nên giữ xe không ngay quán được mà phải đi xa hơn tí mới có bãi , nhưg cũng khá an ninh nên ok chấp nhận được tốt .",vấn đề khác tạm,"{RESTAURANT#MISCELLANEOUS, neutral}"
acsa,"Tuy nhiên không gian quán hơi nhỏ, nếu rộng hơn bây h thì sẽ thoải mái hơn.","tuy nhiên không gian quán hơi nhỏ , nếu rộng hơn bây giờ thì sẽ thoải mái hơn .",không gian tệ,"{AMBIENCE#GENERAL, negative}"
acsa,"Ngoài ra mình thấy combo hải sản khá ok, gồm tôm càng, mực, hàu, cá hồi được trang trí thành chiếc thuyền rất đẹp.","ngoài ra mình thấy kết hợp hải sản khá ok , gồm tôm càng , mực , hàu , cá hồi được trang trí thành chiếc thuyền rất đẹp .",lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,"+ ship tới phá lấu còn nóng hổi, ko cần hâm lại vẫn dùng ngay được.","+ vận chuyển tới phá lấu còn nóng hổi , không cần hâm lại vẫn dùng ngay được .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,Mình thử 2 loại trà:earl gray dành cho ai thích vị trà đậm và trà hoa cúc dành cho ai thích vị trà thanh mát.,mình thử num loại trà : earl gray dành cho ai thích vị trà đậm và trà hoa cúc dành cho ai thích vị trà thanh mát .,lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Chung quy lại mọi thứ đều ngon, sạch và ổn lắm ạ.","chung quy lại mọi thứ đều ngon , sạch và ổn lắm ạ .",nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,"Về chè sương sa thích nhất vẫn là lớp sữa dừa dẻo thơm, ngầy ngậy, quyện với thạch lựu ăn rất ngon.","về chè sương sa thích nhất vẫn là lớp sữa dừa dẻo thơm , ngầy ngậy , quyện với thạch lựu ăn rất ngon .",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}"
acsa,Ếch ướp rất đậm đà.,ếch ướp rất đậm đà .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Anh chủ người Ý với nhân viên nhiệt tình, lịch sự.","anh chủ người ý với nhân viên nhiệt tình , lịch sự .",phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Nhân viên phục vụ ok, nhưng pha chế chưa được nhanh tay lắm, đợi hơi lâu.","nhân viên phục vụ ok , nhưng pha chế chưa được nhanh tay lắm , đợi hơi lâu .",phục vụ tạm,"{SERVICE#GENERAL, neutral}"
acsa,Khuyến khích mọi người thử aiyu ở đây ngon nhắm luôn đó 😘.,khuyến khích mọi người thử aiyu ở đây ngon nhắm luôn đó tốt .,chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,"Món ăn:Mình gọi 3 Top Blade 150gr, với 3 loại sốt là sốt nấm, sốt vang đỏ và sốt củ cải ngựa.","món ăn : mình gọi num hạng blade num gr , với num loại sốt là sốt nấm , sốt vang đỏ và sốt củ cải ngựa .",lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,Phải gọi nước uống và thuế VAT 10 % nữa.,phải gọi nước uống và thuế vat num % nữa .,vấn đề khác tệ,"{RESTAURANT#MISCELLANEOUS, negative}"
acsa,"Địa chỉ 81 Vũ Tông Phan( Khương Trung mặt bờ sông) mở thêm chi nhánh này, ngay đầu phố( đi qua đoạn ngã ba rẽ vào khương trung cũ khoảng 10 m).","địa chỉ num vũ tông phan ( khương trung mặt bờ sông ) mở thêm chi nhánh này , ngay đầu phố ( đi qua đoạn ngã ba rẽ vào khương trung cũ khoảng num mình ) .",địa chỉ tạm,"{LOCATION#GENERAL, neutral}"
acsa,"Lẩu ở đây giá cả khá mềm, lại chất lượng nữa, thịt bò Úc cục ngon, các món hải sản chất lượng, rau, sushi.","lẩu ở đây giá cả khá mềm , lại chất lượng nữa , thịt bò úc cục ngon , các món hải sản chất lượng , rau , sushi .",lựa chọn đồ ăn tạm và giá tiền đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#PRICES, positive}, {FOOD#QUALITY, positive}"
acsa,"Thôi, tui lượn đi và sẽ không bao giờ đến chi nhánh này nữa vậy.","thôi , tui lượn đi và sẽ không bao giờ đến chi nhánh này nữa vậy .",nhà hàng nói chung tệ,"{RESTAURANT#GENERAL, negative}"
acsa,Uống thì mát lạnh nhưng hơi ngọt quá uống được gần nửa thì ngán chắc phải uống 2 người may ra mới hết.,uống thì mát lạnh nhưng hơi ngọt quá uống được gần nửa thì ngán chắc phải uống num người may ra mới hết .,chất lượng đồ uống tạm,"{DRINKS#QUALITY, neutral}"
acsa,Cửa hàng khá nhỏ không có chỗ để xe đâu.,cửa hàng khá nhỏ không có chỗ để xe đâu .,vấn đề khác tệ và không gian tệ,"{RESTAURANT#MISCELLANEOUS, negative}, {AMBIENCE#GENERAL, negative}"
acsa,Lớp milk foam béo béo và phần bingsu thấm trà sữa ngọt vừa phải ăn với nhau cực kì hợp nhe.,lớp milk foam béo béo và phần bingsu thấm trà sữa ngọt vừa phải ăn với nhau cực kì hợp nhe .,lựa chọn đồ uống tốt và chất lượng đồ uống tốt,"{DRINKS#STYLE&OPTIONS, positive}, {DRINKS#QUALITY, positive}"
acsa,Sau sẽ thử chocolate vì thấy khá hấp dẫn 😍.,sau sẽ thử chocolate vì thấy khá hấp dẫn tốt .,lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,Ps:Quán mở nhạc hay lắm cơ :)) Lúc mình ăn toàn mở từ Beyonce rồi Ed Sheeran k hà.,ps : quán mở nhạc hay lắm cơ : ) ) lúc mình ăn toàn mở từ beyonce rồi ed sheran không hà .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,"Con e mình uống Trà xanh sữa, Còn mình uống Hồng trà.","con em mình uống trà xanh sữa , còn mình uống hồng trà .",lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Giá cả rất phù hợp, theo mình là không đắt.","giá cả rất phù hợp , theo mình là không đắt .",giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}"
acsa,Tuy nhiên do mình đi đúng đợt mua 1 tặng 1 nên thấy bình thường.,tuy nhiên do mình đi đúng đợt mua num tặng num nên thấy bình thường .,nhà hàng nói chung tạm,"{RESTAURANT#GENERAL, neutral}"
acsa,"Nhưng thật sự thật sự, thất vọng lắm :) Ở đây mình muốn nói là chất lượng của trà sữa.","nhưng thật sự thật sự , thất vọng lắm : ) ở đây mình muốn nói là chất lượng của trà sữa .",chất lượng đồ uống tệ,"{DRINKS#QUALITY, negative}"
acsa,Bao ngon luôn nhé.,bao ngon luôn nhé .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,"Nhạc hay, ko gian hiện đại.","nhạc hay , không gian hiện đại .",không gian tốt và vấn đề khác tốt,"{AMBIENCE#GENERAL, positive}, {RESTAURANT#MISCELLANEOUS, positive}"
acsa,"Không gian quán khá thoáng, trang trí đơn giản, tường trắng cho cảm giác sạch sẽ, mát mẻ.","không gian quán khá thoáng , trang trí đơn giản , tường trắng cho cảm giác sạch sẽ , mát mẻ .",không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,Rẻ mà ngon hơn nhiều quán mình từng thử.,rẻ mà ngon hơn nhiều quán mình từng thử .,giá tiền nhà hàng tốt và nhà hàng nói chung tốt,"{RESTAURANT#PRICES, positive}, {RESTAURANT#GENERAL, positive}"
acsa,"👉Ở đây ngon nhất là mì xào phá lấu nha 25k thôi, lần nào đến đây Chúc cũng gọi mì xào 😋.","tốt đây ngon nhất là mì xào phá lấu nha giá tiền thôi , lần nào đến đây chúc cũng gọi mì xào tốt .",chất lượng đồ ăn tốt và giá tiền đồ ăn tạm,"{FOOD#QUALITY, positive}, {FOOD#PRICES, neutral}"
acsa,"Thức uống:đang có chương trình ưu đãi 50 % các món nước trong ngày 29/11, giá giảm dao động từ 16K đến 25 K / ly.","thức uống : đang có chương trình ưu đãi num % các món nước trong ngày num num , giá giảm dao động từ giá tiền đến giá tiền hông ly .",giá tiền đồ uống tạm và vấn đề khác tốt,"{DRINKS#PRICES, neutral}, {RESTAURANT#MISCELLANEOUS, positive}"
acsa,+ + + Nhân viên các bạn rất nhiệt tình tư vấn.,+ + + nhân viên các bạn rất nhiệt tình tư vấn .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,Được free nước sâm nè.,được miễn phí nước sâm nè .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,"Qán còn có xôi gà cơm các thứ, nói chung là nhiều đồ.","qán còn có xôi gà cơm các thứ , nói chung là nhiều đồ .",lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,"Mình cảm giác nước sốt hơi mặn, kể cả khi rưới vào cháo.","mình cảm giác nước sốt hơi mặn , kể cả khi rưới vào cháo .",lựa chọn đồ ăn tạm và chất lượng đồ ăn tệ,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, negative}"
acsa,Thích nhất gà cay và mì bò của quán.,thích nhất gà cay và mì bò của quán .,lựa chọn đồ ăn tạm và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, positive}"
acsa,"Sốt dầu trứng siêu siêuuu lạ và k hề bị tanh, k hề ngấy, màu sắc lại đẹp đến khó tin í 😫.","sốt dầu trứng siêu siêu lạ và không hề bị tanh , không hề ngấy , màu sắc lại đẹp đến khó tin í tệ .",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}"
